,tweet_id,screen_name,text,timestamp,conversation_id
15,1349789649582096385,nytimes,"In Opinion

Uber upended transportation, and now its Uber Eats service poses a new challenge for restaurants. “Do I feel guilty about it? No,” the company’s chief Dara Khosrowshahi told @karaswisher on the latest episode of her Sway podcast. https://t.co/YWjkPPZWIY",2021-01-14 18:45:04,1349789649582096385
16,1349785929293180930,nytimes,"“Donald Trump is a living, breathing impeachable offense.” — Rep. Hakeem Jeffries (D)
“Simply put, we told you so.” — Rep. Cedric Richmond (D)
“It’s about canceling.” — Rep. Jim Jordan (R)
“Every movement has a lunatic fringe.” — Rep. Tom McClintock (R)
https://t.co/ZTmp6bhwHH",2021-01-14 18:30:18,1349785929293180930
17,1349784623107158026,nytimes,"Some Republicans, including Representatives Andy Biggs, Jim Jordan and Matt Gaetz, are calling for Rep. Liz Cheney to step down from her leadership post after she voted to impeach President Trump. https://t.co/fY2piwG3bN",2021-01-14 18:25:06,1349784623107158026
18,1349782108869447682,nytimes,"Ugandans voted on Thursday in an election that will decide whether President Yoweri Museveni continues his 35-year rule or is unseated by one of 10 rivals, including a rapper-turned-lawmaker who is a leading opposition candidate. https://t.co/ABcFZXRnsm",2021-01-14 18:15:07,1349782108869447682
19,1349781662398341120,nytimes,"Letitia James on Thursday said that the lawsuit outlines “years of the NYPD’s illegal and harmful conduct against New Yorkers,” that “violated individuals’ basic rights to peacefully protest.” https://t.co/F0xXUj3V10 https://t.co/uJ2AoZvYeR",2021-01-14 18:13:20,1349777073930457093
20,1349779587014778882,nytimes,"Representative Adriano Espaillat, Democrat of New York, is the latest member of Congress to test positive for the coronavirus after the Capitol siege. https://t.co/5zbxwM9Pal",2021-01-14 18:05:05,1349779587014778882
21,1349778796220731393,nytimes,"“The Confederate flag made it deeper into Washington on Jan. 6, 2021, than it did during the Civil War,” one historian said. It was a piercing reminder of the persistence of white supremacism more than 150 years after the end of the Civil War. https://t.co/YiDpcKAUmc",2021-01-14 18:01:57,1349761497157787651
22,1349778388794404868,nytimes,"Joe Biden will be pursuing his agenda with slim Democratic majorities in both houses of Congress. The balancing act will be especially precarious in his first weeks, as the Senate focuses some of its attention on President Trump’s impeachment trial. https://t.co/pQJDSTi4EU",2021-01-14 18:00:20,1349778388794404868
23,1349777073930457093,nytimes,New York’s attorney general sued the NYPD for what she said were widespread abuses in how officers handled the protests after the killing of George Floyd. Letitia James wants a federal monitor to oversee the department’s tactics at future demonstrations. https://t.co/jdHAsPU8VM,2021-01-14 17:55:06,1349777073930457093
24,1349775818503892994,nytimes,At least 61 sitting members of Congress — more than 10% — have tested positive for the coronavirus or are believed to have had Covid-19 at some point since the pandemic began. The list includes 44 Republicans and 17 Democrats. https://t.co/4IjhC6HNR1 https://t.co/8owHOemef6,2021-01-14 17:50:07,1349775818503892994
25,1349772975290118145,nytimes,More answers to your questions about the second impeachment of President Trump: https://t.co/uLGLqmfBuo,2021-01-14 17:38:49,1349771547754573824
26,1349772971406209029,nytimes,Trump’s second impeachment is testing the bounds of the process. https://t.co/uLGLqmfBuo https://t.co/pkw1GxLWSs,2021-01-14 17:38:48,1349771547754573824
27,1349772963197935616,nytimes,The second impeachment of Trump has taken place with extraordinary speed — but the next steps won’t happen immediately. https://t.co/uLGLqmfBuo https://t.co/0mynHNJLFF,2021-01-14 17:38:46,1349771547754573824
28,1349772558565048323,nytimes,"The House’s impeachment of Trump was the equivalent of an indictment in a criminal case.

The Senate will next act as a jury to determine whether to convict and remove him. https://t.co/wmIB2bfH73 https://t.co/YN5DB9O7BL",2021-01-14 17:37:10,1349771547754573824
29,1349771547754573824,nytimes,"With only a week left in his term, the House impeached President Trump, but he will probably finish his term before he stands trial in the Senate. Here’s how the process works. https://t.co/wmIB2bfH73",2021-01-14 17:33:09,1349771547754573824
30,1349770787616673801,nytimes,Recommendations issued this week about who in the U.S. should be vaccinated first have led to new questions about access as the number of Americans infected with Covid-19 surges. Here’s what you can expect. https://t.co/91Ns82Pu2T,2021-01-14 17:30:07,1349770787616673801
31,1349768456888078336,nytimes,"At the Tower of London, the raven queen is missing. Legend says at least six ravens must be kept there, or Britain will fall. https://t.co/IuVDrhL0fH",2021-01-14 17:20:52,1349768456888078336
32,1349766135646986240,nytimes,"Lady Gaga and Jennifer Lopez will be among the artists scheduled to take part next week in the inauguration ceremonies, adding their names to a lineup that includes Justin Timberlake and Jon Bon Jovi. https://t.co/AWnSWfyuHG",2021-01-14 17:11:38,1349766046132137985
33,1349766046132137985,nytimes,Joe Biden will become president of the United States on Jan. 20 in a scaled-back inauguration ceremony. Here’s a guide to the event. https://t.co/YsYIjxThXy,2021-01-14 17:11:17,1349766046132137985
34,1349763250842447873,nytimes,"Today's Great Read: Diana Wiener wanted answers. Residents of her New York retirement community had no idea which neighbors or employees were sick with the coronavirus, who had died and who had been exposed. So, at age 80, she got into the news business.
https://t.co/GATkFJo8g2",2021-01-14 17:00:11,1349763250842447873
35,1349761497157787651,nytimes,"A man who carried a Confederate flag inside the Capitol last week during the riot was arrested on Thursday. Kevin Seefried was wanted by the FBI, which had sought help from the public to identify him and had widely circulated a dispatch with his photo. https://t.co/d6otE8GnXA",2021-01-14 16:53:12,1349761497157787651
36,1349759457459318788,nytimes,"Julia Letlow, the wife of Representative-elect Luke Letlow, a Louisiana Republican who died of complications from Covid-19 days before he was to be sworn in, will seek the open seat. “I am running to continue the mission Luke started,” she said. https://t.co/zTPYIZC73i",2021-01-14 16:45:06,1349759457459318788
37,1349755514830389248,nytimes,President-elect Joe Biden plans to name Jaime Harrison to lead the DNC. He became a party star as he shattered fund-raising records in his ultimately unsuccessful race against Senator Lindsey Graham in South Carolina. https://t.co/fgl2oLuwMU,2021-01-14 16:29:26,1349755514830389248
38,1349753155924455427,nytimes,Ten Republicans broke with President Trump and voted “yes” on impeachment. See how each House member voted on Wednesday: https://t.co/5DXXqxC4kX https://t.co/lngDXc0dRy,2021-01-14 16:20:04,1349753155924455427
39,1349748156410556418,nytimes,France plans to test up to a million schoolchildren and teachers every month for the coronavirus. The move comes amid growing concern over the spread of a virus variant first detected in Britain. https://t.co/tbzyVuyKxP,2021-01-14 16:00:12,1349748156410556418
40,1349745879712997376,nytimes,"Siegfried Fischbacher’s partner, Roy Horn, died of complications of Covid-19 last May at the age of 75. The pair mesmerized Las Vegas audiences, using a stunning mix of magic, costumes and exotic animals.
https://t.co/Ei3gbet2II",2021-01-14 15:51:09,1349731526993272833
41,1349743090433716224,nytimes,"Deaths from the coronavirus are skyrocketing in the United States, largely fueled by relentless surges in California and Arizona.
https://t.co/oiVP7bDMME",2021-01-14 15:40:04,1349743090433716224
42,1349737549359697920,nytimes,"Eddie Lee Howard is free after spending more than a quarter of a century behind bars, much of it on death row. Bite mark evidence used to convict him in a 1992 killing is no longer considered reliable.
https://t.co/iQdkF5Ekit",2021-01-14 15:18:03,1349737549359697920
43,1349733112285040640,nytimes,"A million New Yorkers over 65 are now eligible to be vaccinated. But buggy websites, multiple sign-up systems and a lack of outreach aren't helping.
https://t.co/JXtYS0v0fh",2021-01-14 15:00:25,1349733112285040640
44,1349731526993272833,nytimes,"Breaking News: Siegfried Fischbacher, of Siegfried &amp; Roy, has died at 81. The magician duo and their exotic cats were synonymous with Las Vegas show business.
https://t.co/3QOoe2bF8z",2021-01-14 14:54:07,1349731526993272833
45,1349727988489756678,nytimes,President-elect Joe Biden on Thursday is expected to lay out his plans for trillions of dollars in government spending to combat the coronavirus pandemic and its economic impact. https://t.co/m0w6ZVNBv5,2021-01-14 14:40:03,1349727988489756678
46,1349725974762582018,nytimes,"Dr. Harold Bornstein, who for a time was President Trump’s personal physician and claimed that Trump would be “the healthiest individual ever elected to the presidency,” died on Friday at the age of 73.
https://t.co/o06GLVfQ8C",2021-01-14 14:32:03,1349725974762582018
47,1349725493847871489,nytimes,"Tens of thousands of New York City kids waited for an iPad from the Department of Education for most of the fall. “It’s hard for me to do work on the phone,” said Taniya, a 12-year-old student in the Bronx. https://t.co/LqHtastikR",2021-01-14 14:30:09,1349725493847871489
48,1349722953005617152,nytimes,Some frontline workers at hospitals and nursing homes are refusing the Covid-19 vaccine. Their employers are desperately trying to change their minds. https://t.co/ClZX7Fn8K2,2021-01-14 14:20:03,1349722953005617152
49,1349720440583950336,nytimes,"A top WHO official has called for tighter public health restrictions in Europe, as the region grapples with the spread of new coronavirus variants.
https://t.co/qrnu1HO5e9",2021-01-14 14:10:04,1349720440583950336
50,1349717936827719689,nytimes,"The Capitol Police, an agency not used to public scrutiny, has been under a harsh light for its performance during the deadly rampage at the Capitol. https://t.co/Ek9YfzmLDT",2021-01-14 14:00:07,1349717936827719689
51,1349715469331296259,nytimes,"Unemployment claims rose sharply last week, with over 1 million workers in the U.S. applying for state jobless benefits as the coronavirus continued its surge.
https://t.co/qytlIJl3sC",2021-01-14 13:50:19,1349715469331296259
52,1349715419901403136,nytimes,"Lebanon has begun its strictest lockdown since the start of the pandemic, imposing a 24-hour curfew and shuttering nearly all businesses, in a bid to curtail a sharp rise in infections.
https://t.co/lr6TLNjlMn",2021-01-14 13:50:07,1349715419901403136
53,1349713132952969218,nytimes,"President Trump has become the first U.S. president to be impeached twice. The Daily delves into how this history-making impeachment happened and looks at what comes next.
https://t.co/VaZ8q3Yo82",2021-01-14 13:41:02,1349713132952969218
54,1349710406340775936,nytimes,"Microsoft, Oracle and Salesforce have joined a push to develop the technology for health passport apps. Airlines and workplaces may soon require people to share their immunization records before they can enter. 
https://t.co/jPuMfnokPx",2021-01-14 13:30:11,1349710406340775936
55,1349707865259454469,nytimes,"Hundreds of migrants in Bosnia have slept outside in the extreme cold, some resorting to washing themselves with snow or lining up barefoot to receive food, while local authorities have refused to reopen an E.U.-funded housing facility.
https://t.co/2fVLLEIbF0",2021-01-14 13:20:06,1349707865259454469
56,1349702906065334274,nytimes,Democratic lawmakers are voicing safety concerns following the storming of the Capitol. Representative Alexandria Ocasio-Cortez of New York said she had feared that some of her colleagues would put her in danger by revealing her location during the siege. https://t.co/xXtJZnaxTs,2021-01-14 13:00:23,1349702906065334274
57,1349695035374260228,nytimes,"The FBI urged police chiefs across the U.S. to be on high alert for extremist activity and to share intelligence on any threats they encounter, as the government issued a warning of potential violence ahead of President-elect Joe Biden's inauguration. https://t.co/YWUaGdwAke",2021-01-14 12:29:07,1349695035374260228
58,1349687732646391809,nytimes,President-elect Joe Biden has long tried to keep from being sucked into the chaotic maelstrom of President Trump’s time in office. He may find that posture hard to maintain when he is inaugurated and the Senate puts Mr. Trump on trial. https://t.co/KoM4kd4z47,2021-01-14 12:00:06,1349687732646391809
59,1349677655600324608,nytimes,"A large fire tore through a crowded Rohingya camp in Bangladesh, destroying hundreds of shelters and forcing thousands of refugees to flee in the winter chill. https://t.co/VeJHdggBnR",2021-01-14 11:20:03,1349677655600324608
60,1349672653590843394,nytimes,"For Europe’s populists, the electoral defeat of President Trump was already a bad omen. But his refusal to accept defeat and the violence that followed appears to have damaged the prospects of similarly minded leaders across the continent. https://t.co/PZWbXnEuD9",2021-01-14 11:00:10,1349672653590843394
61,1349662552654028804,nytimes,Italy’s history of political instability resurfaced in particularly unstable times as a government crisis began in the midst of a pandemic that has devastated the country. https://t.co/rEGmhZ9kU1,2021-01-14 10:20:02,1349662552654028804
62,1349657542683721730,nytimes,"This 🐷 painting is at least 45,500 years old.

It could be the world's oldest cave art, researchers say. https://t.co/xrRhG7k1sf",2021-01-14 10:00:08,1349657542683721730
63,1349649474164035584,nytimes,Here's a look at some of the highlights worth watching from late-night TV. https://t.co/zWwC81hSG1,2021-01-14 09:28:04,1349649474164035584
64,1349642470586511361,nytimes,"Britain has reinstated a voucher program for low-income families to buy food for students, after photos of food packages provided by the government circulated on social media and were criticized as meager and overpriced. https://t.co/QGhz4XlDCw",2021-01-14 09:00:14,1349642470586511361
65,1349634897883885568,nytimes,"Reliant on markets in the European Union, Scottish seafood exporters fear that making any mistake in daunting new Brexit-related paperwork could cause border delays that would ruin entire shipments — and their businesses.
https://t.co/erisKQlURj",2021-01-14 08:30:09,1349634897883885568
66,1349619784581853185,nytimes,A new species of bat with a fiery orange body was discovered in Guinea. Scientists hope the rare discovery could be a catalyst for conserving the region’s biodiversity. https://t.co/DZhEzaXHtU,2021-01-14 07:30:06,1349619784581853185
67,1349612249174962177,nytimes,"The pandemic decimated the livelihoods of those who work in the arts. As President-elect Joe Biden prepares to take office next week, @jsf writes that he and his cabinet have the chance — the responsibility — to offer a new settlement for American culture. https://t.co/WycVWU67vK",2021-01-14 07:00:09,1349612249174962177
68,1349597152549474305,nytimes,"Sriwijaya Air Flight 182, which plunged into the Java Sea on Saturday, had been in a hangar for most of last year. The hiatus adds another possible factor in the crash, which killed 62 people. https://t.co/KfHpyYm3M1",2021-01-14 06:00:10,1349597152549474305
69,1349589071442702336,nytimes,"It's 2021, and people are singing sea shanties on TikTok. ⚓️  https://t.co/WPG8hQx1as",2021-01-14 05:28:03,1349589071442702336
70,1349585817581318144,nytimes,"W.H.O. experts landed in Wuhan to begin tracing the origins of the coronavirus outbreak, Chinese state media said. But the team faces many hurdles. https://t.co/yGOGbQLghr",2021-01-14 05:15:07,1349585817581318144
71,1349582021715222528,nytimes,"One region of California, the area around Sacramento, has improved enough to lift a strict stay-at-home order and allow some businesses to reopen at partial capacity, including restaurants offering outdoor dining and hair salons. 
https://t.co/7Tlqi0K2TJ",2021-01-14 05:00:02,1349582021715222528
72,1349576991389982724,nytimes,"Kathleen Heddle, who won three Olympic gold medals rowing for Canada in the 1990s and inspired a generation of athletes, died on Monday at her home in Vancouver, British Columbia. She was 55.
https://t.co/NWebmi5XzL",2021-01-14 04:40:03,1349576991389982724
73,1349569459724427266,nytimes,"The front page of The New York Times for Jan. 14, 2021 (late edition). https://t.co/9TR51SoK8w",2021-01-14 04:10:07,1349569459724427266
74,1349566966890160128,nytimes,The Girl Scouts announced this week that they would offer contactless delivery and pickup of their cookies through Grubhub. https://t.co/EbgbdQYqFB,2021-01-14 04:00:13,1349566966890160128
75,1349561893980164102,nytimes,Here are some of the people who face charges in connection with the Capitol riot. https://t.co/U3RZXTZaiu,2021-01-14 03:40:03,1349561893980164102
76,1349559411350646786,nytimes,"Donald Trump on Wednesday became the first American president to be impeached twice, as 10 members of his party joined with Democrats in the House to charge him with “incitement of insurrection.” https://t.co/caSsgzrBdt",2021-01-14 03:30:11,1349559411350646786
77,1349551891856977922,nytimes,"The Trump administration removed more than 3 million acres of Pacific Northwest land from the protected habitat of the northern spotted owl, 15 times the amount it had previously proposed opening to the timber industry.
https://t.co/V1bNVkqvKd",2021-01-14 03:00:19,1349551891856977922
78,1349546795974717440,nytimes,"From Amazon to Walmart, a lengthening list of American corporate giants that have long been a bastion of GOP money are pledging to cut off funds to Republicans who opposed certifying Joe Biden’s victory. https://t.co/XbZTu7GcHq",2021-01-14 02:40:04,1349546795974717440
79,1349544295687200769,nytimes,"News Analysis: The impeachment of President Trump for a second time, in a Capitol ringed by troops, seemed like an almost inevitable culmination of his term, our reporter Peter Baker writes. https://t.co/lxR39Svk1T",2021-01-14 02:30:08,1349544295687200769
80,1349536475688394752,nytimes,"Breaking News: Rick Snyder, a former Michigan governor, was charged with two misdemeanor counts connected to a water crisis that devastated the city of Flint. https://t.co/sWOkXNPCke",2021-01-14 01:59:03,1349536475688394752
81,1349531693682667523,nytimes,"In a memo condemning last week’s violence, U.S. military chiefs told the nation’s armed forces to reject extremism. Investigators are looking into more than 150 suspects, including current or former service members, involved in the riot at the Capitol. https://t.co/hOG0SCWimG",2021-01-14 01:40:03,1349531693682667523
82,1349521665798103040,nytimes,Why pursue a Senate trial of President Trump when he's about to leave office? Answers to that question and more: https://t.co/aEhtP20J3i,2021-01-14 01:00:12,1349521665798103040
83,1349516605965873155,nytimes,An appeals panel at the Court of Arbitration for Sport substantiated much of the World Anti-Doping Agency findings on Russia’s doping cover-up. And then it let the Russians off the hook. https://t.co/ma9HiYs9wN,2021-01-14 00:40:06,1349516605965873155
84,1349509060924739584,nytimes,"Helena Duke, an 18-year-old high school senior in Massachusetts, recognized her mom in a video on social media of a crowd of Trump supporters outside the Capitol last week. So she called her out publicly. https://t.co/zTWLyd8C1K",2021-01-14 00:10:07,1349509060924739584
85,1349506537925058560,nytimes,"Journalists at Rupert Murdoch’s New York Post were told not to base articles on reporting by The New York Times, CNN, MSNBC and The Washington Post, outlets that President Trump has falsely labeled “fake news.” https://t.co/BXGUqOvA8V",2021-01-14 00:00:05,1349506537925058560
86,1349501509097107461,nytimes,"The iconography of the American far right was on display on Jan. 6 as a mob stormed the Capitol. There were militia flags and banners of extremist groups, as well as absurd, cartoonish images that belied the coming violence. https://t.co/aX0olCet5l",2021-01-13 23:40:06,1349501509097107461
87,1349499485240627208,nytimes,"President Trump has been impeached, again. See how each House member voted on the article of impeachment charging him with inciting violence against the country. https://t.co/Tm6JnxxEz1 https://t.co/jkqLfoetxu",2021-01-13 23:32:04,1349499485240627208
88,1349492695371280388,nytimes,"Speaker Nancy Pelosi oversaw the House vote to impeach President Trump for the second time, the first president in American history to be impeached twice. Ten Republicans joined the Democrats to vote for impeachment.

Read the latest. https://t.co/e78p4q5tTV https://t.co/drdrEbHVaf",2021-01-13 23:05:05,1349492695371280388
89,1349491934579085312,nytimes,Breaking News: U.S. intelligence officials warned that armed militia groups and racist extremists are targeting President-elect Joe Biden’s inauguration next week. https://t.co/RKDsWsaAyn,2021-01-13 23:02:04,1349491934579085312
90,1349491458844319744,nytimes,"Andrew Johnson, 1868
Richard Nixon, 1973
Bill Clinton, 1998
Donald Trump, 2019
Donald Trump, 2021 

Here’s a look back at the presidential impeachment proceedings in American history. 
https://t.co/aEQsKfDI4n",2021-01-13 23:00:10,1349491458844319744
91,1349488921604976641,nytimes,"Carrie Dann spent decades fighting the U.S. government to reclaim the ancestral land of the Western Shoshone Nation, a territory stretching across four states. She died on January 1 at her home in Crescent Valley, Nevada. https://t.co/UDx7uE1NKO",2021-01-13 22:50:05,1349488921604976641
92,1349487670234329089,nytimes,"Two decades ago, the movie “Erin Brockovich” helped make Thomas Girardi something of a folk hero. But now he is starring in his own real-life legal drama — that one lawyer suing him called an “almost Shakespearean tragedy.” https://t.co/jIOuDMDT5b",2021-01-13 22:45:07,1349487670234329089
93,1349487551384584193,nytimes,"There was a heavily militarized presence in and around the Capitol as the House met to debate impeaching President Trump. There appeared to be troops at every corner, some resting between shifts, others positioned around the complex. https://t.co/W3dt5P8j8U https://t.co/JKNyDGgFxK",2021-01-13 22:44:39,1349384223975759872
94,1349484394998865921,nytimes,"Klete Keller, a two-time Olympic gold medalist, faces federal charges that include disorderly conduct and obstructing law enforcement, for his actions in last week’s deadly riot at the Capitol. https://t.co/XOarcH73r9",2021-01-13 22:32:06,1349484394998865921
95,1349484107147968518,nytimes,Watch highlights from the House's debate and historic vote to impeach President Trump for a second time. https://t.co/sBkVLBPdEF https://t.co/gMNER7YgVD,2021-01-13 22:30:58,1349484107147968518
96,1349483900289089537,nytimes,"Senator Josh Hawley's recent use of ""Orwellian"" to describe his publisher’s decision to drop his book is part of a ""long tradition of invoking Orwell’s name as a cudgel for settling scores and scoring points,"" the book critic @jenszalai writes. https://t.co/nnsL8ypxPH",2021-01-13 22:30:08,1349483900289089537
97,1349480122743709699,nytimes,This year has already proved to be the emotional equivalent of an ultramarathon. Here are some quick stress-reducing strategies. https://t.co/YAnwGVHyuW,2021-01-13 22:15:08,1349480122743709699
98,1349480122336862214,nytimes,"A man who drove to Washington with an assault-style rifle last week and has been charged with threatening to shoot Speaker Nancy Pelosi had also mused about shooting the city's mayor, Muriel Bowser, federal prosecutors said. https://t.co/zbtkzLzHg2",2021-01-13 22:15:07,1349480122336862214
99,1349478845812916228,nytimes,More than 50 million people in the U.S. who are 65 or older — as well as younger people with underlying conditions — are cleared to receive a coronavirus vaccine. But states are struggling to meet the skyrocketing demand. https://t.co/esvRpraPuv,2021-01-13 22:10:03,1349478845812916228
100,1349477607486709760,nytimes,"The Houston Rockets have agreed to trade James Harden to the Brooklyn Nets, a day after he said the Rockets were “not good enough.” https://t.co/FJKfK89f4t",2021-01-13 22:05:08,1349477607486709760
101,1349477156531941376,nytimes,"The home page of The New York Times at 5 p.m. Eastern on Jan. 13, 2021. https://t.co/pxfy9dlzQj",2021-01-13 22:03:20,1349477156531941376
102,1349471464362270720,nytimes,Breaking News: President Trump was impeached in a 232-197 vote. Ten Republicans joined Democrats in rebuking the president. He faces a Senate trial next. https://t.co/1BijGRSFI4 https://t.co/Kz0gRjU317,2021-01-13 21:40:43,1349471464362270720
103,1349467251825668096,nytimes,Breaking News: A House majority voted to impeach President Trump a historic second time. He is charged with “inciting violence against the government.” https://t.co/GU8IaOIQa0,2021-01-13 21:23:59,1349467251825668096
104,1349461285948284928,nytimes,"Not only are jeon (Korean pancakes) fast to make, they are versatile as well, making use of virtually any vegetable, seafood or meat, and bound with any type of flour. https://t.co/wPxbKVioe6",2021-01-13 21:00:17,1349461285948284928
105,1349459923713847296,nytimes,Breaking News: The House is now voting on whether to impeach President Trump again. Some Republican support is expected. Follow our live tracker. https://t.co/ROgKosjVO8,2021-01-13 20:54:52,1349459923713847296
106,1349456212832747521,nytimes,"There was a backlash to WhatsApp in recent days after it posted what appear to be overhauled privacy policies. @ShiraOvide clarifies what changed with the messaging app, and what didn’t. https://t.co/VmaaoeWaoT",2021-01-13 20:40:07,1349456212832747521
107,1349453700495003648,nytimes,Here's what we know about the New Yorkers accused of taking part in the riot at the Capitol last week. https://t.co/e6RvdNNaEH,2021-01-13 20:30:08,1349453700495003648
108,1349452424197648389,nytimes,"Sleeping on marble floors and roaming the halls, National Guard troops could be found at every corner of the Capitol on Wednesday, as a historic impeachment debate unfolded in the House one week after a pro-Trump mob stormed the building. https://t.co/D6TUlnOYt2",2021-01-13 20:25:04,1349452424197648389
109,1349451172353101824,nytimes,"In Opinion

In this video, @king__lucy introduces two hard-working single mothers living in Atlanta who suddenly lost their income because of the coronavirus. On Feb. 1, they might be two of the 30 million Americans facing eviction. https://t.co/Y5h6UrRZQl",2021-01-13 20:20:05,1349451172353101824
110,1349449143832506374,nytimes,"Democratic lawmakers accused Republican colleagues, without citing evidence, of giving tours of the Capitol to insurrectionists ahead of last week’s riot. Federal investigators are looking into the roles members of Congress may have played. https://t.co/FIRAyHmxqd",2021-01-13 20:12:02,1349449143832506374
111,1349446196381757442,nytimes,"""It is like the home décor version of the horror film 'The Ring,'"" writes @leahmocc. ""First you buy The Rug, and seven days later you discover so has everyone else in the world."" https://t.co/KhCupAe8uE",2021-01-13 20:00:19,1349446196381757442
112,1349441841230454792,nytimes,"“It’s a bit much to be hearing that these people would not be trying to destroy our government and kill us if we just weren’t so mean to them,” Rep. Jaime Raskin said on the House floor on Wednesday. https://t.co/ZNfRESPQuU",2021-01-13 19:43:01,1349357090746343426
113,1349441099757195264,nytimes,"Oklahoma, with no statewide mask mandate, is grappling with the worst surge of the coronavirus it has yet seen. The state is averaging nearly 4,000 new cases each day, an increase of almost 50% from two weeks ago. https://t.co/5Xd7SmDbS7",2021-01-13 19:40:04,1349441099757195264
114,1349438618746695688,nytimes,"Midwestern Pet Foods Inc. has expanded its voluntary recall of several dry food products after more than 70 dogs died and 80 others became ill, possibly from ingesting fatal levels of a toxin that is produced by mold, the FDA said. https://t.co/DnxxzuFCYz",2021-01-13 19:30:12,1349438618746695688
115,1349436251867394054,nytimes,"In a statement released by the White House on Wednesday, President Trump condemned violence and called on Americans to “ease tensions and calm tempers,” as the House was debating an article of impeachment that accuses him of “incitement of insurrection.” https://t.co/tPYkaKGgrz",2021-01-13 19:20:48,1349436251867394054
116,1349434839217405955,nytimes,"Juri Ratas, the prime minister of Estonia, resigned on Wednesday after his coalition government became engulfed by a corruption scandal over misuse of state loans intended for coronavirus pandemic relief.
https://t.co/uYNdeaEyYp",2021-01-13 19:15:11,1349434839217405955
